,actionPosX1,actionPosX2,actionPosY1,actionPosY2
316,558.0,391.0,383.32,363.32
317,337.0,248.0,185.32,107.32
318,631.0,592.0,136.32,76.32
319,389.0,416.0,324.32,137.32
320,440.0,406.0,373.32,251.32
321,403.0,238.0,344.32,547.32
322,276.0,249.0,94.32,429.32
323,672.0,644.0,416.32,427.32
324,643.0,692.0,141.32,235.32
325,854.0,803.0,444.32,451.32
326,753.0,775.0,336.32,272.32
327,413.0,279.0,79.32,653.32
328,380.0,434.0,579.32,649.32
329,645.0,671.0,127.32,137.32
330,525.0,542.0,86.32,161.32
331,280.0,167.0,177.32,133.32
332,63.0,117.0,51.32,75.32
333,388.0,201.0,388.32,685.32
334,736.0,732.0,427.32,434.32
335,671.0,667.0,426.32,413.32
336,559.0,622.0,304.32,306.32
337,527.0,441.0,199.32,82.32
338,560.0,624.0,610.32,530.32
339,484.0,509.0,626.32,695.32
340,357.0,137.0,765.32,737.32
341,470.0,559.0,591.32,494.32
342,440.0,576.0,756.32,600.32
343,456.0,505.0,595.32,756.32
344,525.0,622.0,779.32,759.32
345,661.0,802.0,764.32,526.32
346,497.0,474.0,781.32,665.32
347,1181.0,939.0,503.32,589.32
348,1171.0,1153.0,346.32,256.32
349,308.0,357.0,713.32,664.32
350,489.0,424.0,126.32,81.32
351,764.0,807.0,460.32,342.32
352,618.0,573.0,595.32,518.32
353,849.0,837.0,590.32,731.32
354,441.0,460.0,313.32,184.32
355,384.0,281.0,167.32,153.32
356,795.0,881.0,577.32,559.32
357,788.0,904.0,655.32,628.32
358,529.0,505.0,555.32,417.32
359,743.0,941.0,656.32,621.32
360,773.0,813.0,232.32,184.32
361,790.0,925.0,239.32,209.32
362,324.0,282.0,118.32,72.32
363,499.0,507.0,775.32,673.32
364,447.0,476.0,750.32,563.32
365,235.0,286.0,546.32,432.32
366,628.0,679.0,450.32,116.32
367,341.0,308.0,251.32,238.32
368,420.0,464.0,471.32,375.32
369,936.0,877.0,155.32,278.32
370,698.0,647.0,594.32,723.32
371,443.0,467.0,541.32,644.32
372,474.0,381.0,595.32,670.32
373,503.0,548.0,721.32,582.32
374,840.0,768.0,80.32,200.32
375,1219.0,1258.0,390.32,427.32
376,854.0,1004.0,108.32,199.32
377,1004.0,1181.0,50.32,234.32
378,1189.0,1020.0,183.32,224.32
379,813.0,797.0,88.32,167.32
380,950.0,847.0,189.32,198.32
381,577.0,522.0,94.32,88.32
382,855.0,998.0,119.32,215.32
383,1094.0,981.0,44.32,136.32
384,814.0,742.0,169.32,275.32
385,779.0,593.0,134.32,286.32
386,456.0,374.0,183.32,82.32
387,649.0,548.0,97.32,165.32
388,555.0,564.0,145.32,301.32
389,457.0,362.0,138.32,173.32
390,410.0,374.0,211.32,164.32
391,359.0,280.0,87.32,80.32
392,928.0,1056.0,193.32,236.32
393,735.0,791.0,155.32,174.32
394,745.0,609.0,105.32,209.32
395,309.0,286.0,251.32,212.32
396,134.0,269.0,733.32,321.32
397,349.0,405.0,743.32,591.32
398,829.0,1054.0,433.32,249.32
399,502.0,509.0,756.32,624.32
400,540.0,513.0,707.32,598.32
401,144.0,346.0,761.32,750.32
402,818.0,768.0,751.32,662.32
403,392.0,419.0,654.32,470.32
404,582.0,549.0,750.32,633.32
405,636.0,1051.0,780.32,551.32
406,933.0,877.0,642.32,509.32
407,716.0,887.0,756.32,584.32
