,gameID,actionID,away,home,totalActions,awayTeam,homeTeam
306,6364,352,4.0,2.0,6.0,Borussia Mgladbach,TSG 1899 Hoffenheim
307,6364,353,3.0,3.0,6.0,Borussia Mgladbach,TSG 1899 Hoffenheim
308,6364,367,3.0,1.0,4.0,Borussia Mgladbach,TSG 1899 Hoffenheim
309,6364,371,40.0,22.0,62.0,Borussia Mgladbach,TSG 1899 Hoffenheim
310,6364,375,6.0,3.0,9.0,Borussia Mgladbach,TSG 1899 Hoffenheim
311,6370,1,1.0,2.0,3.0,Eintracht Frankfurt,1. FSV Mainz 05
312,6370,2,7.0,7.0,14.0,Eintracht Frankfurt,1. FSV Mainz 05
313,6370,3,4.0,7.0,11.0,Eintracht Frankfurt,1. FSV Mainz 05
314,6370,4,4.0,2.0,6.0,Eintracht Frankfurt,1. FSV Mainz 05
315,6370,6,7.0,16.0,23.0,Eintracht Frankfurt,1. FSV Mainz 05
316,6370,7,42.0,37.0,79.0,Eintracht Frankfurt,1. FSV Mainz 05
317,6370,10,4.0,4.0,8.0,Eintracht Frankfurt,1. FSV Mainz 05
318,6370,11,5.0,3.0,8.0,Eintracht Frankfurt,1. FSV Mainz 05
319,6370,12,4.0,6.0,10.0,Eintracht Frankfurt,1. FSV Mainz 05
320,6370,13,3.0,7.0,10.0,Eintracht Frankfurt,1. FSV Mainz 05
321,6370,15,72.0,68.0,140.0,Eintracht Frankfurt,1. FSV Mainz 05
322,6370,17,11.0,29.0,40.0,Eintracht Frankfurt,1. FSV Mainz 05
323,6370,18,20.0,9.0,29.0,Eintracht Frankfurt,1. FSV Mainz 05
324,6370,19,20.0,26.0,46.0,Eintracht Frankfurt,1. FSV Mainz 05
325,6370,21,1.0,4.0,5.0,Eintracht Frankfurt,1. FSV Mainz 05
326,6370,22,23.0,17.0,40.0,Eintracht Frankfurt,1. FSV Mainz 05
327,6370,23,5.0,8.0,13.0,Eintracht Frankfurt,1. FSV Mainz 05
328,6370,30,42.0,38.0,80.0,Eintracht Frankfurt,1. FSV Mainz 05
